timestamp,city,aqi,pm25,temperature,humidity
31-08-2025 17:44,Delhi,134,62.66,30,75.7
31-08-2025 18:44,Delhi,185,124.05,22.2,61.2
31-08-2025 19:44,Delhi,132,72.76,41.7,42.6
31-08-2025 20:44,Delhi,111,62.41,24.5,82.8
31-08-2025 21:44,Delhi,139,88.53,37.5,77.7
31-08-2025 22:44,Delhi,133,98.35,34.8,39.3
31-08-2025 23:44,Delhi,114,70.56,32,25.6
01-09-2025 00:44,Delhi,82,47.54,29.2,64.6
01-09-2025 01:44,Delhi,134,97.95,38.1,46.2
01-09-2025 02:44,Delhi,86,40.77,27.9,42.7
01-09-2025 03:44,Delhi,140,66.07,41.4,50.8
01-09-2025 04:44,Delhi,102,50.95,35.5,72.9
01-09-2025 05:44,Delhi,136,101.12,25.6,79.1
01-09-2025 06:44,Delhi,81,46.61,28.5,68.9
01-09-2025 07:44,Delhi,100,74.97,37.9,65.8
01-09-2025 08:44,Delhi,130,86.37,40,33.1
01-09-2025 09:44,Delhi,102,69.1,31,88.9
01-09-2025 10:44,Delhi,228,117.07,35.3,27.7
01-09-2025 11:44,Delhi,127,79.71,30.9,86.2
01-09-2025 12:44,Delhi,91,46.98,28.6,37.7
01-09-2025 13:44,Delhi,117,74.07,28.6,31.9
01-09-2025 14:44,Delhi,105,70.16,21.6,39
01-09-2025 15:44,Delhi,108,54.3,33.8,54.2
01-09-2025 16:44,Delhi,121,67.78,33.8,87.9
01-09-2025 17:44,Delhi,95,69.63,18.5,40.2
01-09-2025 18:44,Delhi,119,80.32,37.3,88.5
01-09-2025 19:44,Delhi,114,84.27,38,66.7
01-09-2025 20:44,Delhi,82,41.32,25.4,41.2
01-09-2025 21:44,Delhi,132,60.33,32.5,49
01-09-2025 22:44,Delhi,93,63.55,39.3,48.1
01-09-2025 23:44,Delhi,80,42.63,41.6,67.5
02-09-2025 00:44,Delhi,129,89,36.5,46
02-09-2025 01:44,Delhi,118,80.74,28,45.5
02-09-2025 02:44,Delhi,71,42.71,37.2,52
02-09-2025 03:44,Delhi,90,41.4,22.7,89.2
02-09-2025 04:44,Delhi,160,88.61,23.9,70.7
02-09-2025 05:44,Delhi,100,49.31,19.4,82.2
02-09-2025 06:44,Delhi,101,64.08,28.3,34.5
02-09-2025 07:44,Delhi,100,65.44,23.9,73.7
02-09-2025 08:44,Delhi,132,89.42,22,82
02-09-2025 09:44,Delhi,118,69.9,33.4,70.3
02-09-2025 10:44,Delhi,128,77.55,24.2,54.8
02-09-2025 11:44,Delhi,70,38.9,26.7,85.4
02-09-2025 12:44,Delhi,85,48.53,25.7,89.3
02-09-2025 13:44,Delhi,211,141.74,20.1,44.3
02-09-2025 14:44,Delhi,105,61.48,23.8,65
02-09-2025 15:44,Delhi,76,38.64,33.5,68.7
02-09-2025 16:44,Delhi,95,64.48,40.2,81.3
02-09-2025 17:44,Delhi,89,41.07,40.6,60
02-09-2025 18:44,Delhi,75,39.3,40,75.6
02-09-2025 19:44,Delhi,91,63.66,18.2,45.9
02-09-2025 20:44,Delhi,116,57.13,29.5,89.1
02-09-2025 21:44,Delhi,123,56.46,36.8,69.1
02-09-2025 22:44,Delhi,97,45.48,37.9,80.4
02-09-2025 23:44,Delhi,77,41.78,39.8,83.5
03-09-2025 00:44,Delhi,86,56.97,21.1,62
03-09-2025 01:44,Delhi,157,111.43,33.4,33
03-09-2025 02:44,Delhi,79,48.77,35.6,69
03-09-2025 03:44,Delhi,101,63.47,36.7,48.5
03-09-2025 04:44,Delhi,112,80.49,41.4,73.2
03-09-2025 05:44,Delhi,147,84.71,35.3,39
03-09-2025 06:44,Delhi,132,85.99,25.7,56.9
03-09-2025 07:44,Delhi,137,61.77,36.9,30.3
03-09-2025 08:44,Delhi,126,69.63,34.3,60.7
03-09-2025 09:44,Delhi,100,66.53,36,39.4
03-09-2025 10:44,Delhi,80,55.66,35.2,77.8
03-09-2025 11:44,Delhi,124,77.85,21.1,39.6
03-09-2025 12:44,Delhi,83,58.98,32.1,60.9
03-09-2025 13:44,Delhi,73,53.53,36.2,67.3
03-09-2025 14:44,Delhi,132,87.09,29.3,57.4
03-09-2025 15:44,Delhi,97,70.35,19.6,74.3
03-09-2025 16:44,Delhi,116,66.44,20.3,42.5
03-09-2025 17:44,Delhi,96,66.33,28.8,74.6
03-09-2025 18:44,Delhi,81,38.46,25.5,42.1
03-09-2025 19:44,Delhi,81,58.01,37.2,67.7
03-09-2025 20:44,Delhi,135,87.4,34.9,64.5
03-09-2025 21:44,Delhi,118,77.71,24.5,57
03-09-2025 22:44,Delhi,71,43.4,21.9,42.8
03-09-2025 23:44,Delhi,130,76.81,20,33
04-09-2025 00:44,Delhi,133,98.49,23.8,55.1
04-09-2025 01:44,Delhi,127,93.05,38.7,88.7
04-09-2025 02:44,Delhi,103,60.5,38,54.1
04-09-2025 03:44,Delhi,97,48.07,22.1,77.1
04-09-2025 04:44,Delhi,106,47.88,36.5,76.1
04-09-2025 05:44,Delhi,139,87.65,26,51.7
04-09-2025 06:44,Delhi,133,68.46,18.2,35
04-09-2025 07:44,Delhi,109,79.72,38.2,69.8
04-09-2025 08:44,Delhi,135,98.78,40.8,40.1
04-09-2025 09:44,Delhi,89,63.34,35.5,41
04-09-2025 10:44,Delhi,136,62.3,31.5,82
04-09-2025 11:44,Delhi,123,62.5,18.2,51.2
04-09-2025 12:44,Delhi,218,126.37,21.6,79.3
04-09-2025 13:44,Delhi,103,67.12,32,89.8
04-09-2025 14:44,Delhi,83,43.6,23.3,48.9
04-09-2025 15:44,Delhi,76,43.57,18.2,34.2
04-09-2025 16:44,Delhi,161,74.83,30.9,48.3
04-09-2025 17:44,Delhi,139,88.72,19.4,26.5
04-09-2025 18:44,Delhi,95,69.29,24.3,80.4
04-09-2025 19:44,Delhi,84,55.02,35.5,65
04-09-2025 20:44,Delhi,76,36.17,27.4,56.2
04-09-2025 21:44,Delhi,107,54.82,31.1,60.4
04-09-2025 22:44,Delhi,71,39.85,20.9,79.9
04-09-2025 23:44,Delhi,71,35.2,39.8,35.7
05-09-2025 00:44,Delhi,95,69.69,39.1,45.2
05-09-2025 01:44,Delhi,136,84.45,32.3,72.9
05-09-2025 02:44,Delhi,131,79.5,19.4,76.1
05-09-2025 03:44,Delhi,70,43.88,22.9,65.2
05-09-2025 04:44,Delhi,72,49.75,27.5,87
05-09-2025 05:44,Delhi,133,91.61,33.4,78.3
05-09-2025 06:44,Delhi,130,69.02,23.8,25.1
05-09-2025 07:44,Delhi,117,74.55,37.3,37.9
05-09-2025 08:44,Delhi,98,69.31,26.8,28.2
05-09-2025 09:44,Delhi,83,40.91,30.2,28.4
05-09-2025 10:44,Delhi,133,87.57,23.2,89.7
05-09-2025 11:44,Delhi,89,64.15,27.1,55.4
05-09-2025 12:44,Delhi,124,59.84,36.4,49.1
05-09-2025 13:44,Delhi,125,66.56,27.1,40.5
05-09-2025 14:44,Delhi,138,97.72,41.5,80.6
05-09-2025 15:44,Delhi,107,48.56,35,64.9
05-09-2025 16:44,Delhi,77,53.82,33.7,54
05-09-2025 17:44,Delhi,124,61.58,30.9,58.7
05-09-2025 18:44,Delhi,123,89.43,40.1,70.6
05-09-2025 19:44,Delhi,131,75.21,27,70.7
05-09-2025 20:44,Delhi,120,81,22.1,68.3
05-09-2025 21:44,Delhi,82,44.59,35,69.1
05-09-2025 22:44,Delhi,97,58.25,33.1,66.7
05-09-2025 23:44,Delhi,71,38.43,21.1,78.4
06-09-2025 00:44,Delhi,134,67.59,37.9,34.9
06-09-2025 01:44,Delhi,119,65.79,33.1,29
06-09-2025 02:44,Delhi,108,57.04,28.2,64.4
06-09-2025 03:44,Delhi,141,103.26,27,77.1
06-09-2025 04:44,Delhi,138,92.57,31.3,35.6
06-09-2025 05:44,Delhi,126,77.66,31.9,46.7
06-09-2025 06:44,Delhi,126,84.59,25.2,56.2
06-09-2025 07:44,Delhi,197,96.12,24,82
06-09-2025 08:44,Delhi,113,55.15,38.9,73.6
06-09-2025 09:44,Delhi,92,58.51,19.5,67.5
06-09-2025 10:44,Delhi,114,53.04,21.2,72.1
06-09-2025 11:44,Delhi,90,53.38,19.8,53.2
06-09-2025 12:44,Delhi,70,41.12,40.5,74.7
06-09-2025 13:44,Delhi,118,84.77,40.9,67.4
06-09-2025 14:44,Delhi,75,35.33,30.1,54.3
06-09-2025 15:44,Delhi,131,70.66,35.5,81.5
06-09-2025 16:44,Delhi,176,95.68,40.5,69.9
06-09-2025 17:44,Delhi,71,41.16,21.1,63.7
06-09-2025 18:44,Delhi,100,58.94,33.5,25.8
06-09-2025 19:44,Delhi,117,67.43,24.5,29.1
06-09-2025 20:44,Delhi,85,42.16,24.2,80
06-09-2025 21:44,Delhi,122,89.46,21.8,51.2
06-09-2025 22:44,Delhi,125,62.42,18.3,39
06-09-2025 23:44,Delhi,124,82.33,34.1,46.9
07-09-2025 00:44,Delhi,76,55.03,35.2,56.8
07-09-2025 01:44,Delhi,71,52.22,32.4,66.2
07-09-2025 02:44,Delhi,138,72.5,32.3,56.6
07-09-2025 03:44,Delhi,112,79.92,18.9,33.6
07-09-2025 04:44,Delhi,137,82.64,41.2,42.8
07-09-2025 05:44,Delhi,72,47.4,29.6,42.7
07-09-2025 06:44,Delhi,85,56.47,37,84.5
07-09-2025 07:44,Delhi,101,72.65,38.1,78.4
07-09-2025 08:44,Delhi,124,60.02,32.3,28.6
07-09-2025 09:44,Delhi,107,55.12,24.3,28.7
07-09-2025 10:44,Delhi,134,62.4,28.2,43.2
07-09-2025 11:44,Delhi,108,76.5,32.3,44.6
07-09-2025 12:44,Delhi,217,153.35,24,75.2
07-09-2025 13:44,Delhi,196,137.34,26,86.9
07-09-2025 14:44,Delhi,95,47.46,26.3,70.8
07-09-2025 15:44,Delhi,96,46.7,19.9,78
07-09-2025 16:44,Delhi,107,59.86,28.7,31.9
07-09-2025 17:44,Delhi,135,73.36,19,65.4
07-09-2025 18:44,Delhi,93,67.66,36.9,83.4
07-09-2025 19:44,Delhi,106,71.81,21.7,40.1
07-09-2025 20:44,Delhi,140,95.17,35.4,86.3
07-09-2025 21:44,Delhi,80,54.01,21.1,31.8
07-09-2025 22:44,Delhi,97,45.62,41.4,83.8
07-09-2025 23:44,Delhi,113,62.81,32.5,30.5
08-09-2025 00:44,Delhi,107,69.51,18.9,28.5
08-09-2025 01:44,Delhi,74,50.32,38.2,42.3
08-09-2025 02:44,Delhi,110,72.62,30.2,54.7
08-09-2025 03:44,Delhi,135,87.13,40.4,53.5
08-09-2025 04:44,Delhi,119,59.7,19.7,80.1
08-09-2025 05:44,Delhi,75,34.37,36.5,78.2
08-09-2025 06:44,Delhi,116,76.96,19.1,61.2
08-09-2025 07:44,Delhi,86,63.29,24.8,30.9
08-09-2025 08:44,Delhi,111,68.95,20.8,68.4
08-09-2025 09:44,Delhi,92,42.71,31,25.9
08-09-2025 10:44,Delhi,103,60.22,31.7,56.7
08-09-2025 11:44,Delhi,99,45.44,37,28
08-09-2025 12:44,Delhi,87,51.93,20.7,28.6
08-09-2025 13:44,Delhi,124,68.27,30.6,41.8
08-09-2025 14:44,Delhi,213,126.31,29.2,33.8
08-09-2025 15:44,Delhi,194,144.48,23,60.7
08-09-2025 16:44,Delhi,89,66.18,31.6,75.4
08-09-2025 17:44,Delhi,105,67.28,27.7,55.5
08-09-2025 18:44,Delhi,113,82.65,36.9,43.6
08-09-2025 19:44,Delhi,126,66.67,36,42.8
08-09-2025 20:44,Delhi,133,99.09,36.8,36
08-09-2025 21:44,Delhi,126,63.43,27.2,89.6
08-09-2025 22:44,Delhi,140,71.09,31.8,40.9
08-09-2025 23:44,Delhi,128,69.96,24.9,38.2
09-09-2025 00:44,Delhi,128,82,40.1,44.3
09-09-2025 01:44,Delhi,110,58.17,24.6,46.1
09-09-2025 02:44,Delhi,139,89.72,36.5,85.7
09-09-2025 03:44,Delhi,128,71.95,18.3,59.8
09-09-2025 04:44,Delhi,126,89.61,20.2,66.9
09-09-2025 05:44,Delhi,76,52.77,19.4,88.9
09-09-2025 06:44,Delhi,129,62.51,36.1,26.9
09-09-2025 07:44,Delhi,71,34.39,21,56.3
09-09-2025 08:44,Delhi,77,47.44,37.5,41.3
09-09-2025 09:44,Delhi,74,54.18,39.3,31.5
09-09-2025 10:44,Delhi,130,89.17,25.1,81.4
09-09-2025 11:44,Delhi,78,42.15,33.7,42.9
09-09-2025 12:44,Delhi,75,35.46,36.8,37.5
09-09-2025 13:44,Delhi,185,104.37,24.1,50.4
09-09-2025 14:44,Delhi,90,46.61,31.2,38.5
09-09-2025 15:44,Delhi,110,55.69,41.9,79.1
09-09-2025 16:44,Delhi,97,44.3,23.9,53.4
09-09-2025 17:44,Delhi,92,52.77,35.2,64.8
09-09-2025 18:44,Delhi,96,66.63,29.4,49
09-09-2025 19:44,Delhi,74,54.38,37.1,49.3
09-09-2025 20:44,Delhi,122,71.4,28.2,25.1
09-09-2025 21:44,Delhi,79,41.06,34.3,54.3
09-09-2025 22:44,Delhi,140,88.61,36.1,33.6
09-09-2025 23:44,Delhi,86,38.9,25.6,70
10-09-2025 00:44,Delhi,82,55.33,27.9,48.2
10-09-2025 01:44,Delhi,119,65.1,23.3,46.6
10-09-2025 02:44,Delhi,72,48.85,26.1,26.6
10-09-2025 03:44,Delhi,109,73.96,21.5,85.4
10-09-2025 04:44,Delhi,81,58.45,36,58.7
10-09-2025 05:44,Delhi,100,60.08,24.4,61.9
10-09-2025 06:44,Delhi,90,44.81,29,58.8
10-09-2025 07:44,Delhi,117,77.28,27,38
10-09-2025 08:44,Delhi,159,89.66,40.2,41
10-09-2025 09:44,Delhi,112,73.73,39,73.3
10-09-2025 10:44,Delhi,128,58.34,38.6,58.2
10-09-2025 11:44,Delhi,106,74.26,30,30.7
10-09-2025 12:44,Delhi,79,47.75,18.9,65.4
10-09-2025 13:44,Delhi,119,54.57,38.6,56.7
10-09-2025 14:44,Delhi,84,46.56,29.3,54.1
10-09-2025 15:44,Delhi,119,81.31,35.4,73.3
10-09-2025 16:44,Delhi,78,55.36,31.6,57.8
10-09-2025 17:44,Delhi,108,53.29,28.5,81.8
10-09-2025 18:44,Delhi,94,44.99,33.6,46.1
10-09-2025 19:44,Delhi,137,65.73,31.4,27.6
10-09-2025 20:44,Delhi,83,42.11,30.6,80.2
10-09-2025 21:44,Delhi,127,78.41,40.4,50.1
10-09-2025 22:44,Delhi,221,163.43,31.5,80.2
10-09-2025 23:44,Delhi,114,51.65,38,54.5
11-09-2025 00:44,Delhi,106,59.18,28.7,51.8
11-09-2025 01:44,Delhi,133,85.5,21.3,42
11-09-2025 02:44,Delhi,129,64.86,24.2,63.6
11-09-2025 03:44,Delhi,103,55.6,34.2,52
11-09-2025 04:44,Delhi,80,43.13,32.5,57.5
11-09-2025 05:44,Delhi,74,54.47,23.1,62.1
11-09-2025 06:44,Delhi,112,70.66,25.8,82.6
11-09-2025 07:44,Delhi,77,53.84,32,81.5
11-09-2025 08:44,Delhi,127,72.71,23.5,38.4
11-09-2025 09:44,Delhi,117,85.22,37.1,49.2
11-09-2025 10:44,Delhi,111,55.39,34.8,28.5
11-09-2025 11:44,Delhi,133,64.26,20.8,49.8
11-09-2025 12:44,Delhi,184,93.93,37.9,32.8
11-09-2025 13:44,Delhi,136,77.83,35.2,68.6
11-09-2025 14:44,Delhi,111,74.26,25.3,58.8
11-09-2025 15:44,Delhi,202,136.22,19.4,71
11-09-2025 16:44,Delhi,165,92.71,39.7,81.3
11-09-2025 17:44,Delhi,114,59.84,21.8,59.8
11-09-2025 18:44,Delhi,192,87.4,25.2,43.8
11-09-2025 19:44,Delhi,81,42.36,20.2,52.9
11-09-2025 20:44,Delhi,111,66.76,28,66.3
11-09-2025 21:44,Delhi,90,61.22,37.6,41.1
11-09-2025 22:44,Delhi,216,150.21,36.9,67.5
11-09-2025 23:44,Delhi,85,45.95,27.2,67.3
12-09-2025 00:44,Delhi,125,76.27,24.1,54.4
12-09-2025 01:44,Delhi,75,51.14,41.8,66.6
12-09-2025 02:44,Delhi,128,90.83,41,70.4
12-09-2025 03:44,Delhi,120,60.25,30.6,28
12-09-2025 04:44,Delhi,127,74.55,36.4,47.6
12-09-2025 05:44,Delhi,95,54.75,23.4,89.1
12-09-2025 06:44,Delhi,115,84.23,41.5,29.4
12-09-2025 07:44,Delhi,87,64.68,24.7,53
12-09-2025 08:44,Delhi,72,48.4,30.7,89.7
12-09-2025 09:44,Delhi,124,56.32,38,73.1
12-09-2025 10:44,Delhi,123,66.91,22.3,81.3
12-09-2025 11:44,Delhi,145,102.65,18.6,87.7
12-09-2025 12:44,Delhi,72,43.81,36.6,37.7
12-09-2025 13:44,Delhi,107,66.34,30.6,85
12-09-2025 14:44,Delhi,90,41.83,37.1,81.7
12-09-2025 15:44,Delhi,135,99.75,19.9,30.5
12-09-2025 16:44,Delhi,92,64.04,36.2,45.6
12-09-2025 17:44,Delhi,108,50.43,20.7,45.5
12-09-2025 18:44,Delhi,131,87.47,26.2,77.6
12-09-2025 19:44,Delhi,86,41.37,18.2,74.4
12-09-2025 20:44,Delhi,78,44.66,40.1,59.5
12-09-2025 21:44,Delhi,79,44.51,26.7,68.6
12-09-2025 22:44,Delhi,105,73.51,39.2,61.2
12-09-2025 23:44,Delhi,101,46.06,36.2,60.5
13-09-2025 00:44,Delhi,80,56.25,30.7,47.3
13-09-2025 01:44,Delhi,106,68.85,24.3,88.2
13-09-2025 02:44,Delhi,74,49.14,20,37.3
13-09-2025 03:44,Delhi,103,59.5,39.1,82.1
13-09-2025 04:44,Delhi,136,87.47,24.9,73.8
13-09-2025 05:44,Delhi,128,95.19,19.3,72.9
13-09-2025 06:44,Delhi,91,41.23,20.3,88.6
13-09-2025 07:44,Delhi,126,60.74,33.7,45.3
13-09-2025 08:44,Delhi,84,39.66,30.2,28.3
13-09-2025 09:44,Delhi,106,54.84,19.9,50
13-09-2025 10:44,Delhi,136,66.23,21.9,50.9
13-09-2025 11:44,Delhi,93,43.49,31.3,88.5
13-09-2025 12:44,Delhi,111,59.1,34.3,67.4
13-09-2025 13:44,Delhi,104,77.16,40.5,54.1
13-09-2025 14:44,Delhi,82,50.55,41.4,37.6
13-09-2025 15:44,Delhi,136,76.89,30.1,56.5
13-09-2025 16:44,Delhi,87,62.85,19.5,61.8
13-09-2025 17:44,Delhi,168,103.42,24.9,79.3
13-09-2025 18:44,Delhi,138,102.45,26.3,46.8
13-09-2025 19:44,Delhi,181,122.89,38.8,52.6
13-09-2025 20:44,Delhi,101,50.81,19.1,30.6
13-09-2025 21:44,Delhi,111,79.16,26.4,43.6
13-09-2025 22:44,Delhi,111,68.07,19.2,87.4
13-09-2025 23:44,Delhi,165,85.07,33.6,27.2
14-09-2025 00:44,Delhi,122,86.68,38.5,75.6
14-09-2025 01:44,Delhi,108,72.55,33.1,28
14-09-2025 02:44,Delhi,91,46.4,22.3,34.8
14-09-2025 03:44,Delhi,73,54.63,24.9,87.8
14-09-2025 04:44,Delhi,70,45.24,38.4,63.8
14-09-2025 05:44,Delhi,72,35.33,30.1,88.6
14-09-2025 06:44,Delhi,122,88.93,25.6,74.7
14-09-2025 07:44,Delhi,78,56.59,23.2,69.6
14-09-2025 08:44,Delhi,111,80.02,37.6,30.3
14-09-2025 09:44,Delhi,136,71.95,31.3,39.7
14-09-2025 10:44,Delhi,120,58.35,38.1,89.7
14-09-2025 11:44,Delhi,87,58.05,36.3,59.9
14-09-2025 12:44,Delhi,138,72.22,31.2,26.5
14-09-2025 13:44,Delhi,103,69.65,38.5,77.7
14-09-2025 14:44,Delhi,88,53.76,35,86.3
14-09-2025 15:44,Delhi,73,49.91,33.2,77.1
14-09-2025 16:44,Delhi,80,46.93,28.7,59.6
14-09-2025 17:44,Delhi,74,50.59,35,51.7
14-09-2025 18:44,Delhi,90,58.47,29.4,67.1
14-09-2025 19:44,Delhi,107,74.82,19.4,30.4
14-09-2025 20:44,Delhi,131,97.88,39.3,63.3
14-09-2025 21:44,Delhi,185,136.48,25.1,28.8
14-09-2025 22:44,Delhi,102,58.17,20.1,54.2
14-09-2025 23:44,Delhi,136,99.28,26,62.8
15-09-2025 00:44,Delhi,210,141.36,19.1,56
15-09-2025 01:44,Delhi,94,68.52,31.5,27.9
15-09-2025 02:44,Delhi,125,64.35,34.2,39.6
15-09-2025 03:44,Delhi,90,59.94,26.3,52.2
15-09-2025 04:44,Delhi,97,64.22,19,27.6
15-09-2025 05:44,Delhi,161,80.05,26.9,27.6
15-09-2025 06:44,Delhi,71,51.2,27.9,44.1
15-09-2025 07:44,Delhi,90,55.57,34.7,83.5
15-09-2025 08:44,Delhi,76,43.57,24.6,26.8
15-09-2025 09:44,Delhi,120,70.45,20.3,26.8
15-09-2025 10:44,Delhi,104,50.15,19.8,63.3
15-09-2025 11:44,Delhi,88,44.77,25.1,35.9
15-09-2025 12:44,Delhi,123,57.81,32.1,82.6
15-09-2025 13:44,Delhi,79,47.4,26.3,27.3
15-09-2025 14:44,Delhi,117,73.13,35.8,46.2
15-09-2025 15:44,Delhi,125,87.37,21.2,27.5
15-09-2025 16:44,Delhi,105,61.7,21.7,38.8
15-09-2025 17:44,Delhi,73,46.06,34,79.5
15-09-2025 18:44,Delhi,78,40.44,21,27
15-09-2025 19:44,Delhi,98,62.7,29.6,50.4
15-09-2025 20:44,Delhi,207,98.99,28.7,82.2
15-09-2025 21:44,Delhi,75,55.85,36.2,46.6
15-09-2025 22:44,Delhi,136,94.11,24.3,86.4
15-09-2025 23:44,Delhi,118,83.8,36,61.1
16-09-2025 00:44,Delhi,110,53.7,20,51.9
16-09-2025 01:44,Delhi,137,78.12,33.9,66.5
16-09-2025 02:44,Delhi,100,49.15,31.7,53.8
16-09-2025 03:44,Delhi,131,61.89,19.3,83.5
16-09-2025 04:44,Delhi,189,115.85,19.3,80.5
16-09-2025 05:44,Delhi,83,59.86,40.1,41.7
16-09-2025 06:44,Delhi,102,49.59,19.3,59
16-09-2025 07:44,Delhi,111,58.12,27.2,42
16-09-2025 08:44,Delhi,115,73,19,56.5
16-09-2025 09:44,Delhi,96,62.46,21.4,88.6
16-09-2025 10:44,Delhi,129,77.37,31.1,40.7
16-09-2025 11:44,Delhi,172,106.11,20.9,67.7
16-09-2025 12:44,Delhi,100,57.28,21.8,48
16-09-2025 13:44,Delhi,80,49.88,32.9,68.5
16-09-2025 14:44,Delhi,138,91.61,22.6,30.8
16-09-2025 15:44,Delhi,137,67.38,39.5,50.7
16-09-2025 16:44,Delhi,118,57.01,26,37.6
16-09-2025 17:44,Delhi,124,86.39,19.9,88.2
16-09-2025 18:44,Delhi,139,70.47,18.3,74.6
16-09-2025 19:44,Delhi,124,92.75,30,68.3
16-09-2025 20:44,Delhi,74,33.89,36,76.1
16-09-2025 21:44,Delhi,165,121.76,37.3,76.8
16-09-2025 22:44,Delhi,155,94.3,27.9,52.3
16-09-2025 23:44,Delhi,122,74.13,27.1,82.4
17-09-2025 00:44,Delhi,133,87.1,28.7,43.5
17-09-2025 01:44,Delhi,96,69.68,31.9,31
17-09-2025 02:44,Delhi,87,58.53,21.5,48.8
17-09-2025 03:44,Delhi,104,56.08,18.4,84.4
17-09-2025 04:44,Delhi,186,119.98,27.7,55.8
17-09-2025 05:44,Delhi,87,39.4,20.1,74.5
17-09-2025 06:44,Delhi,174,78.57,31,56.3
17-09-2025 07:44,Delhi,118,84.01,41.5,70.3
17-09-2025 08:44,Delhi,129,63.16,32.3,72.7
17-09-2025 09:44,Delhi,74,35.01,28,30.5
17-09-2025 10:44,Delhi,86,40.04,24,47.2
17-09-2025 11:44,Delhi,70,50.77,28.9,51.7
17-09-2025 12:44,Delhi,95,47.4,27.2,86.9
17-09-2025 13:44,Delhi,109,75.54,22.6,70
17-09-2025 14:44,Delhi,112,73.42,28.2,89
17-09-2025 15:44,Delhi,103,68.84,37.1,32.3
17-09-2025 16:44,Delhi,81,50.72,23.1,70.9
17-09-2025 17:44,Delhi,132,75.24,24.8,52.2
17-09-2025 18:44,Delhi,109,64.92,40,49.5
17-09-2025 19:44,Delhi,137,69.47,28.9,75.4
17-09-2025 20:44,Delhi,136,72.69,39.3,75.4
17-09-2025 21:44,Delhi,133,76.96,36.4,42.4
17-09-2025 22:44,Delhi,86,40.37,22.3,45.2
17-09-2025 23:44,Delhi,98,70.01,35,42.2
18-09-2025 00:44,Delhi,93,64.6,29.4,75.4
18-09-2025 01:44,Delhi,71,38.38,38.5,71.7
18-09-2025 02:44,Delhi,75,51.86,29.8,75
18-09-2025 03:44,Delhi,200,103.67,21.8,89.8
18-09-2025 04:44,Delhi,116,65.76,23.4,54.9
18-09-2025 05:44,Delhi,121,62.13,20.6,35.3
18-09-2025 06:44,Delhi,103,49.79,32,74
